1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│  2696   │ 106.299 │  61.927   │  29.78   │  1.364   │
│  2697   │ 105.779 │  61.407   │  25.267  │  1.364   │
│  2698   │ 105.779 │  61.407   │  22.035  │  1.364   │
│  2699   │ 105.779 │  61.407   │  19.599  │  1.364   │
│  2700   │  105.8  │  61.407   │  17.824  │  1.364   │
│  2701   │ 106.32  │  61.927   │  30.759  │  1.364   │
│  2702   │  105.8  │  61.407   │  26.281  │  1.364   │
│  2703   │  105.8  │  61.407   │  23.137  │  1.364   │
│  2704   │  105.8  │  61.407   │  20.49   │  1.364   │
│  2705   │  105.8  │  61.407   │  18.736  │  1.364   │
│  2706   │ 106.324 │  61.932   │  31.729  │  1.364   │
│  2707   │ 105.804 │  61.411   │  27.274  │  1.364   │
│  2708   │ 97.677  │  53.285   │   6.67   │   1.36   │
│  2709   │ 98.202  │  53.809   │  19.804  │   1.36   │
│  2710   │ 98.202  │  53.809   │   16.4   │   1.36   │
│  2711   │ 98.202  │  53.809   │  13.671  │   1.36   │
│  2712   │ 98.202  │  53.809   │  11.349  │   1.36   │
│  2713   │ 98.726  │  54.333   │  24.332  │   1.36   │
│  2714   │ 98.202  │  53.809   │  19.873  │   1.36   │
│  2715   │ 98.218  │  53.809   │  16.666  │   1.36   │
│  2716   │ 98.218  │  53.809   │  14.093  │   1.36   │
│  2717   │ 98.218  │  53.809   │  12.144  │   1.36   │
│  2718   │ 98.742  │  54.333   │  25.193  │   1.36   │
│  2719   │ 98.218  │  53.809   │  20.739  │   1.36   │
│  2720   │ 98.218  │  53.809   │  17.563  │   1.36   │
│  2721   │ 98.218  │  53.809   │  15.003  │   1.36   │
│  2722   │ 97.985  │  53.809   │  13.071  │   1.36   │
│  2723   │ 98.509  │  54.333   │  26.165  │   1.36   │
│  2724   │ 97.985  │  53.809   │  21.762  │   1.36   │
│  2725   │ 97.985  │  53.809   │  18.668  │   1.36   │
│  2726   │ 97.989  │  53.809   │  16.079  │   1.36   │
│  2727   │ 97.993  │  53.813   │  14.041  │   1.36   │
│  2728   │ 98.521  │  54.342   │  27.119  │   1.36   │
│  2729   │ 98.013  │  53.813   │  22.765  │   1.36   │
│  2730   │ 98.013  │  53.813   │  19.632  │   1.36   │
│  2731   │ 98.013  │  53.813   │  17.071  │   1.36   │
│  2732   │ 98.013  │  53.813   │  14.977  │   1.36   │
│  2733   │ 98.542  │  54.342   │  28.052  │   1.36   │
│  2734   │ 98.013  │  53.813   │  23.704  │   1.36   │
│  2735   │ 98.013  │  53.813   │  20.566  │   1.36   │
│  2736   │ 98.013  │  53.813   │  17.955  │   1.36   │
│  2737   │ 98.013  │  53.813   │  15.892  │   1.36   │
│  2738   │ 98.542  │  54.342   │  29.01   │   1.36   │
│  2739   │ 98.013  │  53.813   │  24.647  │   1.36   │
│  2740   │ 98.013  │  53.813   │  21.541  │  1.364   │
│  2741   │ 98.013  │  53.813   │  19.034  │  1.364   │
│  2742   │ 98.013  │  53.813   │  16.856  │  1.364   │
│  2743   │ 98.558  │  54.342   │  29.999  │  1.364   │
│  2744   │  98.03  │  53.813   │  25.576  │  1.364   │
│  2745   │  98.03  │  53.813   │  22.513  │  1.364   │
│  2746   │  98.03  │  53.813   │  19.942  │  1.364   │
│  2747   │  98.03  │  53.813   │  17.784  │  1.364   │
│  2748   │ 98.558  │  54.342   │  30.955  │  1.364   │
│  2749   │ 98.034  │  53.817   │  26.621  │  1.364   │
│  2750   │ 98.034  │  53.817   │  23.538  │  1.364   │
│  2751   │ 98.034  │  53.817   │  20.997  │  1.364   │
│  2752   │ 98.034  │  53.817   │  18.705  │  1.364   │
│  2753   │ 98.566  │   54.35   │  31.913  │  1.364   │
│  2754   │ 98.034  │  53.817   │  27.581  │  1.364   │
│  2755   │ 96.453  │  52.236   │  6.682   │   1.36   │
│  2756   │ 96.985  │  52.769   │  20.033  │   1.36   │
│  2757   │ 97.001  │  52.769   │  16.833  │   1.36   │
│  2758   │ 97.001  │  52.769   │  14.268  │   1.36   │
│  2759   │ 97.001  │  52.769   │   11.6   │   1.36   │
│  2760   │ 97.534  │  53.301   │  24.832  │   1.36   │
│  2761   │ 97.001  │  52.769   │  20.562  │   1.36   │
│  2762   │ 97.001  │  52.769   │  17.535  │   1.36   │
│  2763   │ 97.001  │  52.769   │  14.971  │   1.36   │
│  2764   │ 97.006  │  52.769   │  12.467  │   1.36   │
│  2765   │ 97.538  │  53.301   │  25.719  │   1.36   │
│  2766   │ 97.006  │  52.769   │  21.456  │   1.36   │
│  2767   │ 97.006  │  52.769   │  18.434  │   1.36   │
│  2768   │ 97.006  │  52.769   │  15.862  │   1.36   │
│  2769   │ 97.006  │  52.769   │  13.369  │   1.36   │
│  2770   │ 97.542  │  53.305   │  26.65   │   1.36   │
│  2771   │  97.01  │  52.773   │  22.317  │   1.36   │
│  2772   │ 97.026  │  52.773   │  19.314  │   1.36   │
│  2773   │ 97.026  │  52.773   │  16.834  │   1.36   │
│  2774   │ 97.026  │  52.773   │  14.338  │   1.36   │
│  2775   │ 97.563  │  53.309   │  27.632  │   1.36   │
│  2776   │ 97.026  │  52.773   │  23.355  │   1.36   │
│  2777   │ 97.026  │  52.773   │  20.29   │   1.36   │
│  2778   │ 97.026  │  52.773   │  17.856  │   1.36   │
│  2779   │ 97.026  │  52.773   │  15.319  │   1.36   │
│  2780   │ 97.563  │  53.309   │  28.618  │   1.36   │
│  2781   │ 97.026  │  52.773   │  24.34   │   1.36   │
│  2782   │ 97.026  │  52.773   │  21.34   │   1.36   │
│  2783   │ 97.026  │  52.773   │  18.799  │   1.36   │
│  2784   │ 97.026  │  52.773   │  16.233  │   1.36   │
│  2785   │ 97.563  │  53.309   │  29.567  │   1.36   │
│  2786   │ 97.042  │  52.773   │  25.358  │   1.36   │
│  2787   │ 97.042  │  52.773   │  22.349  │   1.36   │
│  2788   │ 97.042  │  52.773   │  19.826  │   1.36   │
│  2789   │ 97.042  │  52.773   │  17.163  │   1.36   │
│  2790   │ 97.579  │  53.309   │  30.52   │   1.36   │
│  2791   │ 97.047  │  52.777   │  26.347  │   1.36   │
│  2792   │ 97.047  │  52.777   │  23.322  │   1.36   │
│  2793   │ 97.047  │  52.777   │  24.378  │  1.364   │
│  2794   │ 97.047  │  52.777   │  24.255  │  1.364   │
│  2795   │ 96.506  │  52.236   │  12.781  │  1.364   │
│  2796   │ 96.506  │  52.236   │  11.011  │  1.364   │
│  2797   │ 97.047  │  52.777   │  24.38   │  1.364   │
│  2798   │ 97.047  │  52.777   │  22.667  │  1.364   │
│  2799   │ 97.047  │  52.777   │  20.159  │  1.364   │
│  2800   │ 97.063  │  52.777   │  18.197  │  1.364   │
│  2801   │ 97.063  │  52.777   │  16.346  │  1.364   │
│  2802   │ 97.067  │  52.777   │  15.975  │  1.364   │
│  2803   │ 97.608  │  53.318   │  29.404  │  1.364   │
│  2804   │ 97.067  │  52.777   │  25.47   │  1.364   │
│  2805   │ 97.067  │  52.777   │  22.573  │  1.364   │
│  2806   │ 97.067  │  52.777   │  20.177  │  1.364   │
│  2807   │ 97.067  │  52.777   │  17.892  │  1.364   │
│  2808   │ 97.067  │  52.777   │  17.195  │  1.364   │
│  2809   │ 97.608  │  53.318   │  30.674  │  1.364   │
│  2810   │ 97.067  │  52.777   │  26.645  │  1.364   │
│  2811   │ 97.067  │  52.777   │  23.713  │  1.364   │
│  2812   │ 97.067  │  52.777   │  21.344  │  1.364   │
│  2813   │ 97.071  │  52.781   │  19.261  │  1.364   │
│  2814   │ 97.087  │  52.781   │  18.266  │  1.364   │
│  2815   │ 97.632  │  53.326   │  31.755  │  1.364   │
│  2816   │ 97.087  │  52.781   │  27.647  │  1.364   │
│  2817   │ 97.087  │  52.781   │  24.784  │  1.364   │
│  2818   │ 97.087  │  52.781   │  22.436  │  1.364   │
│  2819   │ 97.087  │  52.781   │  20.359  │  1.364   │
│  2820   │ 97.087  │  52.781   │  19.423  │  1.364   │
│  2821   │ 97.632  │  53.326   │  32.911  │  1.364   │
│  2822   │ 97.087  │  52.781   │  28.866  │  1.364   │
│  2823   │ 97.087  │  52.781   │  26.003  │  1.364   │
│  2824   │ 97.087  │  52.781   │  23.686  │  1.364   │
│  2825   │ 97.087  │  52.781   │  21.986  │  1.364   │
│  2826   │ 97.087  │  52.781   │  20.615  │  1.364   │
│  2827   │ 97.632  │  53.326   │  34.141  │  1.364   │
│  2828   │ 97.104  │  52.781   │  30.046  │  1.364   │
│  2829   │ 96.559  │  52.236   │  6.742   │   1.36   │
│  2830   │ 97.104  │  52.781   │  20.491  │   1.36   │
│  2831   │ 97.104  │  52.781   │  17.59   │   1.36   │
│  2832   │ 97.104  │  52.781   │  15.317  │   1.36   │
│  2833   │ 97.104  │  52.781   │  13.529  │   1.36   │
│  2834   │ 97.108  │  52.785   │  11.803  │   1.36   │
│  2835   │ 97.657  │  53.334   │  25.347  │   1.36   │
│  2836   │ 97.108  │  52.785   │  21.347  │   1.36   │
│  2837   │ 97.108  │  52.785   │  18.49   │   1.36   │
│  2838   │ 97.108  │  52.785   │  16.196  │   1.36   │
│  2839   │ 97.108  │  52.785   │  14.654  │   1.36   │
│  2840   │ 97.112  │  52.785   │  12.872  │   1.36   │
│  2841   │ 97.661  │  53.334   │  26.414  │  1.364   │
│  2842   │ 97.112  │  52.785   │  22.334  │  1.364   │
│  2843   │ 97.133  │  52.785   │  19.547  │  1.364   │
│  2844   │ 97.133  │  52.785   │  17.283  │  1.364   │
│  2845   │ 97.133  │  52.785   │  15.649  │  1.364   │
│  2846   │ 97.133  │  52.785   │  13.966  │  1.364   │
│  2847   │ 97.681  │  53.334   │  27.601  │  1.364   │
│  2848   │ 97.133  │  52.785   │   23.6   │  1.364   │
│  2849   │ 97.133  │  52.785   │  20.734  │  1.364   │
│  2850   │ 97.133  │  52.785   │  18.435  │  1.364   │
│  2851   │ 97.133  │  52.785   │  16.804  │  1.364   │
│  2852   │ 97.133  │  52.785   │  15.118  │  1.364   │
│  2853   │ 96.584  │  52.236   │  11.112  │  1.364   │
│  2854   │ 97.133  │  52.785   │  24.77   │  1.364   │
│  2855   │ 97.137  │  52.789   │  21.947  │  1.364   │
│  2856   │ 97.137  │  52.789   │  19.65   │  1.364   │
│  2857   │ 97.153  │  52.789   │  17.965  │  1.364   │
│  2858   │ 97.153  │  52.789   │  16.254  │  1.364   │
│  2859   │  96.6   │  52.236   │  12.182  │  1.364   │
│  2860   │ 97.153  │  52.789   │  25.862  │  1.364   │
│  2861   │ 97.153  │  52.789   │  23.11   │  1.364   │
│  2862   │ 97.153  │  52.789   │  20.858  │  1.364   │
│  2863   │ 97.153  │  52.789   │  19.017  │  1.364   │
│  2864   │ 97.153  │  52.789   │  17.308  │  1.364   │
│  2865   │  96.6   │  52.236   │  13.311  │  1.364   │
│  2866   │ 97.153  │  52.789   │  27.007  │  1.364   │
│  2867   │ 97.153  │  52.789   │  24.241  │  1.364   │
│  2868   │ 97.153  │  52.789   │  22.05   │  1.364   │
│  2869   │ 97.153  │  52.789   │  20.199  │  1.364   │
│  2870   │ 97.153  │  52.789   │  18.448  │  1.364   │
│  2871   │ 96.616  │  52.236   │  14.437  │  1.364   │
│  2872   │ 97.169  │  52.789   │  28.154  │  1.364   │
│  2873   │ 97.169  │  52.789   │  25.455  │  1.364   │
│  2874   │ 97.169  │  52.789   │  23.27   │  1.364   │
│  2875   │ 96.616  │  52.236   │  6.696   │   1.36   │
│  2876   │ 97.169  │  52.789   │  20.605  │   1.36   │
│  2877   │ 97.174  │  52.793   │  17.842  │   1.36   │
│  2878   │ 97.178  │  52.793   │  15.614  │   1.36   │
│  2879   │ 97.178  │  52.793   │  13.775  │   1.36   │
│  2880   │ 97.178  │  52.793   │  11.944  │   1.36   │
│  2881   │ 97.178  │  52.793   │  11.706  │   1.36   │
│  2882   │ 97.735  │   53.35   │  25.51   │   1.36   │
│  2883   │ 97.178  │  52.793   │  21.66   │   1.36   │
│  2884   │ 97.178  │  52.793   │  18.97   │   1.36   │
│  2885   │ 97.448  │  52.793   │  16.855  │   1.36   │
│  2886   │ 97.448  │  52.793   │  15.062  │   1.36   │
│  2887   │ 97.448  │  52.793   │  13.257  │   1.36   │
│  2888   │ 97.448  │  52.793   │  13.064  │   1.36   │
│  2889   │ 98.005  │   53.35   │  26.867  │   1.36   │
│  2890   │ 97.448  │  52.793   │  23.082  │   1.36   │
│  2891   │ 97.448  │  52.793   │  20.41   │   1.36   │
│  2892   │ 97.448  │  52.793   │  18.187  │   1.36   │
│  2893   │ 97.448  │  52.793   │  16.456  │   1.36   │
│  2894   │ 97.448  │  52.793   │  14.571  │   1.36   │
│  2895   │ 97.448  │  52.793   │  14.319  │   1.36   │
│  2896   │ 98.005  │   53.35   │  28.202  │   1.36   │
│  2897   │ 97.448  │  52.793   │  24.41   │   1.36   │
│  2898   │ 97.452  │  52.797   │  21.782  │   1.36   │
│  2899   │ 97.452  │  52.797   │  19.681  │   1.36   │
│  2900   │ 97.718  │  52.797   │  17.941  │   1.36   │
│  2901   │ 97.718  │  52.797   │  15.928  │   1.36   │
│  2902   │ 97.718  │  52.797   │  15.706  │   1.36   │
│  2903   │ 97.157  │  52.236   │  11.943  │   1.36   │
│  2904   │ 97.718  │  52.797   │  25.826  │  1.364   │
│  2905   │ 97.718  │  52.797   │  23.178  │  1.364   │
│  2906   │ 97.718  │  52.797   │  21.112  │  1.364   │
│  2907   │ 97.718  │  52.797   │  19.329  │  1.364   │
│  2908   │ 97.718  │  52.797   │  17.284  │  1.364   │
│  2909   │ 97.718  │  52.797   │  16.992  │  1.364   │
│  2910   │ 97.157  │  52.236   │  13.177  │  1.364   │
│  2911   │ 97.718  │  52.797   │  27.101  │  1.364   │
│  2912   │ 97.718  │  52.797   │  24.545  │  1.364   │
│  2913   │ 97.718  │  52.797   │  22.503  │  1.364   │
│  2914   │ 97.976  │  52.797   │  20.774  │  1.364   │
│  2915   │ 97.976  │  52.797   │  18.857  │  1.364   │
│  2916   │  97.98  │  52.797   │  18.43   │  1.364   │
│  2917   │  97.98  │  52.797   │  18.469  │  1.364   │
│  2918   │ 97.419  │  52.236   │  14.739  │  1.364   │
│  2919   │ 97.985  │  52.802   │  28.706  │  1.364   │
│  2920   │ 97.985  │  52.802   │  26.162  │  1.364   │
│  2921   │ 96.633  │   51.45   │  6.695   │   1.36   │
