1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│  3077   │ 97.751  │  52.044   │  15.437  │   1.36   │
│  3078   │ 97.751  │  52.044   │  15.638  │   1.36   │
│  3079   │ 97.751  │  52.044   │  15.771  │   1.36   │
│  3080   │ 97.751  │  52.044   │  15.95   │   1.36   │
│  3081   │ 97.751  │  52.044   │  16.173  │   1.36   │
│  3082   │ 97.751  │  52.044   │  16.423  │   1.36   │
│  3083   │ 97.751  │  52.044   │  16.571  │   1.36   │
│  3084   │ 97.776  │  52.044   │  16.722  │   1.36   │
│  3085   │ 97.776  │  52.044   │  16.98   │   1.36   │
│  3086   │ 97.776  │  52.044   │  17.179  │   1.36   │
│  3087   │ 97.776  │  52.044   │  17.43   │   1.36   │
│  3088   │ 97.776  │  52.044   │  17.555  │   1.36   │
│  3089   │ 97.776  │  52.044   │  17.723  │   1.36   │
│  3090   │ 97.505  │  52.048   │  17.948  │   1.36   │
│  3091   │ 97.505  │  52.048   │  18.143  │   1.36   │
│  3092   │ 97.505  │  52.048   │  18.377  │   1.36   │
│  3093   │ 97.505  │  52.048   │  18.588  │  1.364   │
│  3094   │ 97.505  │  52.048   │  18.766  │  1.364   │
│  3095   │ 97.505  │  52.048   │  18.938  │  1.364   │
│  3096   │ 97.505  │  52.048   │  19.108  │  1.364   │
│  3097   │ 97.505  │  52.048   │  19.333  │  1.364   │
│  3098   │ 97.505  │  52.048   │  19.515  │  1.364   │
│  3099   │ 96.928  │   51.45   │  6.545   │   1.36   │
│  3100   │ 97.526  │  52.048   │  21.674  │   1.36   │
│  3101   │ 97.526  │  52.048   │  19.955  │   1.36   │
│  3102   │ 97.526  │  52.048   │  18.609  │   1.36   │
│  3103   │ 97.526  │  52.048   │  17.471  │   1.36   │
│  3104   │ 97.526  │  52.048   │  16.473  │   1.36   │
│  3105   │  97.53  │  52.048   │  15.799  │   1.36   │
│  3106   │  97.53  │  52.048   │  15.227  │   1.36   │
│  3107   │  97.53  │  52.048   │  14.884  │   1.36   │
│  3108   │  97.53  │  52.048   │  15.137  │   1.36   │
│  3109   │  97.53  │  52.048   │  15.373  │   1.36   │
│  3110   │  97.53  │  52.048   │  15.55   │   1.36   │
│  3111   │ 97.534  │  52.052   │  15.716  │   1.36   │
│  3112   │ 97.534  │  52.052   │  15.942  │   1.36   │
│  3113   │ 97.559  │  52.052   │  16.091  │   1.36   │
│  3114   │ 97.559  │  52.052   │  16.271  │   1.36   │
│  3115   │ 97.559  │  52.052   │  16.502  │   1.36   │
│  3116   │ 97.559  │  52.052   │  16.735  │   1.36   │
│  3117   │ 97.559  │  52.052   │  16.914  │   1.36   │
│  3118   │ 97.559  │  52.052   │  17.081  │   1.36   │
│  3119   │ 97.559  │  52.052   │  17.328  │   1.36   │
│  3120   │ 97.559  │  52.052   │  17.529  │   1.36   │
│  3121   │ 97.559  │  52.052   │  17.719  │   1.36   │
│  3122   │ 97.559  │  52.052   │  17.921  │   1.36   │
│  3123   │ 97.559  │  52.052   │  18.152  │   1.36   │
│  3124   │ 97.559  │  52.052   │  18.357  │   1.36   │
│  3125   │ 97.559  │  52.052   │  18.501  │   1.36   │
│  3126   │ 97.559  │  52.052   │  18.685  │   1.36   │
│  3127   │ 97.579  │  52.052   │  18.944  │   1.36   │
│  3128   │ 97.579  │  52.052   │  19.126  │   1.36   │
│  3129   │ 97.579  │  52.052   │  19.286  │   1.36   │
│  3130   │ 97.579  │  52.052   │  19.513  │   1.36   │
│  3131   │ 97.579  │  52.052   │  19.748  │   1.36   │
│  3132   │ 97.579  │  52.052   │  19.889  │   1.36   │
│  3133   │ 97.583  │  52.056   │  20.085  │   1.36   │
│  3134   │ 97.583  │  52.056   │  20.355  │   1.36   │
│  3135   │ 97.583  │  52.056   │  20.489  │   1.36   │
│  3136   │ 97.583  │  52.056   │  20.732  │   1.36   │
│  3137   │ 97.583  │  52.056   │  20.876  │   1.36   │
│  3138   │ 97.583  │  52.056   │  21.128  │   1.36   │
│  3139   │ 97.583  │  52.056   │  21.275  │   1.36   │
│  3140   │ 97.583  │  52.056   │  21.539  │   1.36   │
│  3141   │ 97.604  │  52.056   │  21.687  │   1.36   │
│  3142   │ 96.997  │   51.45   │  6.627   │   1.36   │
│  3143   │ 97.608  │  52.056   │  21.929  │   1.36   │
│  3144   │ 97.608  │  52.056   │  20.273  │   1.36   │
│  3145   │ 97.608  │  52.056   │  19.053  │   1.36   │
│  3146   │ 97.608  │  52.056   │  18.047  │   1.36   │
│  3147   │ 97.608  │  52.056   │  17.224  │   1.36   │
│  3148   │ 97.608  │  52.056   │  16.614  │   1.36   │
│  3149   │ 97.608  │  52.056   │  16.214  │   1.36   │
│  3150   │ 97.608  │  52.056   │  15.754  │   1.36   │
│  3151   │ 97.608  │  52.056   │  15.538  │   1.36   │
│  3152   │ 97.608  │  52.056   │  15.468  │   1.36   │
│  3153   │ 97.608  │  52.056   │  15.657  │  1.364   │
│  3154   │ 97.612  │   52.06   │  15.864  │  1.364   │
│  3155   │ 97.612  │   52.06   │  16.069  │  1.364   │
│  3156   │ 97.632  │   52.06   │  16.256  │  1.364   │
│  3157   │ 97.632  │   52.06   │  16.466  │  1.364   │
│  3158   │ 97.632  │   52.06   │  16.638  │  1.364   │
│  3159   │ 97.632  │   52.06   │  16.805  │  1.364   │
│  3160   │ 97.632  │   52.06   │  16.987  │  1.364   │
│  3161   │ 97.632  │   52.06   │  17.246  │  1.364   │
│  3162   │ 97.632  │   52.06   │  17.446  │  1.364   │
│  3163   │ 97.632  │   52.06   │  17.673  │  1.364   │
│  3164   │ 97.632  │   52.06   │  17.838  │  1.364   │
│  3165   │ 97.632  │   52.06   │  18.044  │  1.364   │
│  3166   │ 97.632  │   52.06   │  18.248  │  1.364   │
│  3167   │ 97.632  │   52.06   │  18.437  │  1.364   │
│  3168   │ 97.632  │   52.06   │  18.643  │  1.364   │
│  3169   │ 97.632  │   52.06   │  18.839  │  1.364   │
│  3170   │ 97.653  │   52.06   │  19.043  │  1.364   │
│  3171   │ 97.653  │   52.06   │  19.211  │  1.364   │
│  3172   │ 97.653  │   52.06   │  19.454  │  1.364   │
│  3173   │ 97.653  │   52.06   │  19.593  │  1.364   │
│  3174   │ 97.653  │   52.06   │  19.862  │  1.364   │
│  3175   │ 97.657  │  52.064   │  20.05   │  1.364   │
│  3176   │ 97.657  │  52.064   │  20.27   │  1.364   │
│  3177   │ 97.657  │  52.064   │  20.478  │  1.364   │
│  3178   │ 97.657  │  52.064   │  20.667  │  1.364   │
│  3179   │ 97.657  │  52.064   │  20.845  │  1.364   │
│  3180   │ 97.657  │  52.064   │  21.08   │  1.364   │
│  3181   │ 97.661  │  52.064   │  21.249  │  1.364   │
│  3182   │ 97.661  │  52.064   │  21.483  │  1.364   │
│  3183   │ 97.661  │  52.064   │  21.66   │  1.364   │
│  3184   │ 97.686  │  52.064   │  21.891  │  1.364   │
│  3185   │ 97.071  │   51.45   │  6.644   │   1.36   │
│  3186   │ 97.686  │  52.064   │  22.196  │   1.36   │
│  3187   │ 97.686  │  52.064   │  20.682  │   1.36   │
│  3188   │ 97.686  │  52.064   │  19.535  │   1.36   │
│  3189   │ 97.686  │  52.064   │  18.611  │   1.36   │
│  3190   │ 97.686  │  52.064   │  17.927  │   1.36   │
│  3191   │ 97.686  │  52.064   │  17.434  │   1.36   │
│  3192   │ 97.686  │  52.064   │  16.946  │   1.36   │
│  3193   │ 97.686  │  52.064   │  16.623  │   1.36   │
│  3194   │ 97.686  │  52.064   │  16.417  │   1.36   │
│  3195   │ 97.686  │  52.064   │  16.311  │   1.36   │
│  3196   │ 97.686  │  52.064   │  16.343  │   1.36   │
│  3197   │  97.69  │  52.068   │  16.348  │   1.36   │
│  3198   │  97.71  │  52.068   │  16.379  │   1.36   │
│  3199   │  97.71  │  52.068   │  16.465  │   1.36   │
│  3200   │  97.71  │  52.068   │  16.609  │   1.36   │
│  3201   │  97.71  │  52.068   │  16.859  │   1.36   │
│  3202   │  97.71  │  52.068   │  17.012  │   1.36   │
│  3203   │  97.71  │  52.068   │  17.242  │   1.36   │
│  3204   │  97.71  │  52.068   │  17.452  │   1.36   │
│  3205   │  97.71  │  52.068   │  17.634  │   1.36   │
│  3206   │  97.71  │  52.068   │  17.867  │   1.36   │
│  3207   │  97.71  │  52.068   │  18.032  │   1.36   │
│  3208   │  97.71  │  52.068   │  18.274  │   1.36   │
│  3209   │  97.71  │  52.068   │  18.413  │   1.36   │
│  3210   │  97.71  │  52.068   │  18.619  │   1.36   │
│  3211   │  97.71  │  52.068   │  18.817  │  1.364   │
│  3212   │ 97.731  │  52.068   │  19.083  │  1.364   │
│  3213   │ 97.731  │  52.068   │  19.247  │  1.364   │
│  3214   │ 97.731  │  52.068   │  19.42   │  1.364   │
│  3215   │ 97.731  │  52.068   │  19.631  │  1.364   │
│  3216   │ 97.731  │  52.068   │  19.816  │  1.364   │
│  3217   │ 97.731  │  52.068   │  20.002  │  1.364   │
│  3218   │ 97.735  │  52.072   │  20.282  │  1.364   │
│  3219   │ 97.739  │  52.072   │  20.477  │  1.364   │
│  3220   │ 97.739  │  52.072   │  20.626  │  1.364   │
│  3221   │ 97.739  │  52.072   │  20.84   │  1.364   │
│  3222   │ 97.739  │  52.072   │  21.064  │  1.364   │
│  3223   │ 97.739  │  52.072   │  21.261  │  1.364   │
│  3224   │ 97.739  │  52.072   │  21.477  │  1.364   │
│  3225   │ 97.739  │  52.072   │  21.633  │  1.364   │
│  3226   │ 97.739  │  52.072   │  21.832  │  1.364   │
│  3227   │ 97.763  │  52.072   │  22.002  │  1.364   │
│  3228   │ 97.141  │   51.45   │  6.644   │   1.36   │
│  3229   │ 97.763  │  52.072   │  22.368  │   1.36   │
│  3230   │ 97.763  │  52.072   │  21.015  │   1.36   │
│  3231   │ 97.763  │  52.072   │  20.047  │   1.36   │
│  3232   │ 97.763  │  52.072   │  19.245  │   1.36   │
│  3233   │ 97.485  │  52.072   │  18.626  │   1.36   │
│  3234   │ 97.485  │  52.072   │  18.199  │   1.36   │
│  3235   │ 97.485  │  52.072   │  17.806  │   1.36   │
│  3236   │ 97.485  │  52.072   │  17.527  │   1.36   │
│  3237   │ 97.485  │  52.072   │  17.401  │   1.36   │
│  3238   │ 97.485  │  52.072   │  17.335  │   1.36   │
│  3239   │ 97.489  │  52.077   │  17.321  │   1.36   │
│  3240   │ 97.489  │  52.077   │  17.285  │   1.36   │
│  3241   │ 97.509  │  52.077   │  17.344  │   1.36   │
│  3242   │ 97.509  │  52.077   │  17.458  │   1.36   │
│  3243   │ 97.509  │  52.077   │  17.538  │   1.36   │
│  3244   │ 97.509  │  52.077   │  17.733  │   1.36   │
│  3245   │ 97.509  │  52.077   │  17.937  │   1.36   │
│  3246   │ 97.509  │  52.077   │  18.111  │   1.36   │
│  3247   │ 97.509  │  52.077   │  18.342  │   1.36   │
│  3248   │ 97.509  │  52.077   │  18.492  │   1.36   │
│  3249   │ 97.509  │  52.077   │  18.72   │   1.36   │
│  3250   │ 97.509  │  52.077   │  18.905  │   1.36   │
│  3251   │ 97.509  │  52.077   │  19.137  │   1.36   │
│  3252   │ 97.509  │  52.077   │  19.313  │   1.36   │
│  3253   │ 97.509  │  52.077   │  19.569  │   1.36   │
│  3254   │ 97.509  │  52.077   │  19.807  │   1.36   │
│  3255   │ 97.526  │  52.077   │  19.969  │   1.36   │
│  3256   │ 97.526  │  52.077   │  20.171  │   1.36   │
│  3257   │  97.53  │  52.077   │  20.399  │   1.36   │
│  3258   │  97.53  │  52.077   │  20.635  │   1.36   │
│  3259   │  97.53  │  52.077   │  20.863  │   1.36   │
│  3260   │  97.53  │  52.077   │  21.034  │   1.36   │
│  3261   │ 97.534  │  52.081   │  21.262  │   1.36   │
│  3262   │ 97.534  │  52.081   │  21.485  │   1.36   │
│  3263   │ 97.534  │  52.081   │  21.728  │   1.36   │
│  3264   │ 97.534  │  52.081   │  21.853  │   1.36   │
│  3265   │ 97.534  │  52.081   │  22.11   │   1.36   │
│  3266   │ 97.534  │  52.081   │  22.257  │   1.36   │
│  3267   │ 97.534  │  52.081   │  22.446  │   1.36   │
│  3268   │ 97.534  │  52.081   │  22.669  │   1.36   │
│  3269   │ 97.554  │  52.081   │  22.851  │   1.36   │
│  3270   │ 96.924  │   51.45   │  6.765   │  1.364   │
│  3271   │ 97.559  │  52.081   │  22.709  │  1.364   │
│  3272   │ 97.559  │  52.081   │  21.518  │  1.364   │
│  3273   │ 97.559  │  52.081   │  20.642  │  1.364   │
│  3274   │ 97.559  │  52.081   │  19.963  │  1.364   │
│  3275   │ 97.559  │  52.081   │  19.381  │  1.364   │
│  3276   │ 97.559  │  52.081   │  18.952  │  1.364   │
│  3277   │ 97.559  │  52.081   │  18.724  │  1.364   │
│  3278   │ 97.559  │  52.081   │  18.551  │  1.364   │
│  3279   │ 97.559  │  52.081   │  18.426  │  1.364   │
│  3280   │ 97.559  │  52.081   │  18.361  │  1.364   │
│  3281   │ 97.559  │  52.081   │  18.358  │  1.364   │
│  3282   │ 97.563  │  52.085   │  18.349  │  1.364   │
│  3283   │ 97.563  │  52.085   │  18.476  │  1.364   │
│  3284   │ 97.583  │  52.085   │  18.533  │  1.364   │
│  3285   │ 97.583  │  52.085   │  18.713  │  1.364   │
│  3286   │ 97.583  │  52.085   │  18.861  │  1.364   │
│  3287   │ 97.583  │  52.085   │  19.067  │  1.364   │
│  3288   │ 97.583  │  52.085   │  19.205  │  1.364   │
│  3289   │ 97.935  │  52.085   │  19.345  │  1.364   │
│  3290   │ 97.935  │  52.085   │  19.556  │  1.364   │
│  3291   │ 97.935  │  52.085   │  19.714  │  1.364   │
│  3292   │ 97.935  │  52.085   │  19.92   │  1.364   │
│  3293   │ 97.935  │  52.085   │  20.089  │  1.364   │
│  3294   │ 97.935  │  52.085   │  20.302  │  1.364   │
│  3295   │ 97.939  │  52.085   │  20.472  │  1.364   │
│  3296   │ 97.939  │  52.085   │  20.725  │  1.364   │
│  3297   │ 97.939  │  52.085   │  20.938  │  1.364   │
│  3298   │  97.96  │  52.085   │  21.156  │  1.364   │
│  3299   │  97.96  │  52.085   │  21.339  │  1.364   │
│  3300   │  97.96  │  52.085   │  21.506  │  1.364   │
│  3301   │  97.96  │  52.085   │  21.766  │  1.364   │
│  3302   │  97.96  │  52.085   │  21.998  │  1.364   │
│  3303   │ 97.964  │  52.089   │  22.255  │  1.364   │
│  3304   │ 97.964  │  52.089   │  22.425  │  1.364   │
│  3305   │ 97.964  │  52.089   │  22.659  │  1.364   │
│  3306   │ 97.964  │  52.089   │  22.87   │  1.364   │
│  3307   │ 97.964  │  52.089   │  23.141  │  1.364   │
│  3308   │ 97.964  │  52.089   │  23.401  │  1.364   │
│  3309   │ 97.964  │  52.089   │  23.609  │  1.364   │
│  3310   │ 97.964  │  52.089   │  23.83   │  1.364   │
│  3311   │ 97.964  │  52.089   │  24.082  │  1.364   │
│  3312   │ 97.346  │   51.45   │  6.701   │   1.36   │
│  3313   │ 97.985  │  52.089   │  22.846  │   1.36   │
│  3314   │ 97.706  │  52.089   │  21.823  │   1.36   │
│  3315   │ 97.067  │   51.45   │  9.398   │  1.364   │
│  3316   │ 97.706  │  52.089   │  16.748  │  1.364   │
│  3317   │ 97.706  │  52.089   │  19.267  │  1.368   │
│  3318   │ 97.706  │  52.089   │  24.038  │  1.368   │
│  3319   │ 97.706  │  52.089   │  28.256  │  1.372   │
│  3320   │ 97.067  │   51.45   │  16.776  │  1.372   │
│  3321   │ 97.337  │  51.978   │  14.435  │   1.36   │
│  3322   │ 97.337  │  51.978   │  16.556  │   1.36   │
│  3323   │ 98.234  │  52.617   │  22.682  │  1.364   │
│  3324   │ 98.234  │  52.617   │  26.749  │  1.364   │
│  3325   │ 98.746  │  53.408   │  30.032  │  1.364   │
│  3326   │ 99.791  │  54.718   │  32.438  │  1.368   │
│  3327   │ 100.807 │  55.505   │  34.077  │  1.368   │
│  3328   │ 101.56  │  56.816   │  34.542  │  1.368   │
│  3329   │ 102.093 │   57.34   │  34.935  │  1.368   │
│  3330   │ 102.47  │   57.34   │  35.125  │  1.368   │
│  3331   │ 102.953 │  58.388   │  35.493  │  1.368   │
│  3332   │ 103.412 │  58.651   │  36.393  │  1.368   │
│  3333   │ 102.732 │  57.479   │  9.976   │   1.36   │
│  3334   │ 102.732 │  57.479   │  10.94   │  1.364   │
│  3335   │ 103.633 │  58.122   │  16.788  │  1.364   │
│  3336   │ 103.633 │  58.122   │  20.967  │  1.364   │
│  3337   │ 103.633 │  58.122   │  24.987  │  1.368   │
│  3338   │ 103.334 │  58.122   │  29.09   │  1.368   │
│  3339   │ 102.691 │  57.479   │  17.824  │  1.372   │
│  3340   │ 103.387 │  58.122   │  25.307  │  1.372   │
│  3341   │ 99.344  │  54.596   │  17.265  │  1.364   │
│  3342   │ 99.987  │  55.239   │  24.622  │  1.364   │
│  3343   │ 100.504 │  55.239   │  31.99   │  1.368   │
│  3344   │ 100.119 │   55.12   │  23.728  │  1.372   │
│  3345   │ 101.745 │  57.074   │  31.867  │  1.372   │
│  3346   │ 102.506 │  59.052   │  20.641  │  1.364   │
│  3347   │ 103.154 │  59.699   │  29.261  │  1.368   │
│  3348   │ 104.305 │  59.052   │  24.885  │  1.372   │
│  3349   │ 105.587 │  60.486   │  34.653  │  1.372   │
│  3350   │ 106.099 │  61.534   │  40.293  │  1.376   │
│  3351   │ 107.508 │  63.246   │  24.667  │  1.364   │
│  3352   │ 108.196 │  63.894   │  35.299  │  1.368   │
│  3353   │ 108.368 │  63.246   │  27.102  │  1.368   │
│  3354   │ 109.015 │  63.894   │  37.785  │  1.372   │
│  3355   │ 108.544 │   66.13   │  23.996  │  1.364   │
│  3356   │ 109.191 │  66.777   │  30.749  │  1.364   │
│  3357   │ 112.03  │  66.777   │  40.01   │  1.368   │
│  3358   │ 112.03  │  66.777   │  33.302  │  1.368   │
│  3359   │ 112.439 │  67.039   │  40.858  │  1.372   │
│  3360   │ 111.825 │  68.489   │  23.867  │  1.364   │
│  3361   │ 112.472 │  69.136   │  28.838  │  1.364   │
│  3362   │ 114.536 │  69.136   │  36.774  │  1.368   │
│  3363   │ 113.902 │  68.489   │  28.528  │  1.372   │
│  3364   │ 114.549 │  69.136   │  32.918  │  1.372   │
│  3365   │ 111.026 │  65.868   │  20.916  │   1.36   │
│  3366   │ 111.673 │  66.515   │  28.282  │  1.364   │
│  3367   │ 111.935 │  66.519   │  32.776  │  1.364   │
│  3368   │ 111.935 │  66.519   │  37.663  │  1.368   │
│  3369   │ 111.301 │  65.868   │  26.518  │  1.368   │
│  3370   │ 111.952 │  66.519   │   33.2   │  1.372   │
│  3371   │ 109.494 │  65.343   │  15.687  │   1.36   │
│  3372   │ 109.494 │  65.343   │  18.282  │   1.36   │
│  3373   │ 111.436 │  65.995   │  24.934  │  1.364   │
│  3374   │ 111.436 │  65.995   │  29.623  │  1.364   │
│  3375   │ 111.436 │  65.995   │  33.579  │  1.364   │
│  3376   │ 111.436 │  65.995   │  35.195  │  1.364   │
│  3377   │ 111.436 │  65.995   │  36.985  │  1.364   │
│  3378   │ 111.436 │  65.995   │  38.416  │  1.368   │
│  3379   │ 111.436 │  65.995   │  39.819  │  1.368   │
│  3380   │ 107.639 │  62.198   │  11.231  │   1.36   │
│  3381   │ 107.639 │  62.198   │  11.403  │   1.36   │
│  3382   │ 108.29  │  62.849   │  27.774  │   1.36   │
│  3383   │ 108.306 │  62.849   │  28.51   │   1.36   │
│  3384   │ 107.655 │  62.198   │  13.246  │   1.36   │
│  3385   │ 107.655 │  62.198   │  14.722  │  1.364   │
│  3386   │ 108.306 │  62.849   │  20.838  │  1.364   │
│  3387   │ 108.306 │  62.849   │  25.294  │  1.364   │
│  3388   │ 108.306 │  62.849   │  29.657  │  1.368   │
│  3389   │ 108.311 │  62.853   │  33.797  │  1.368   │
│  3390   │ 103.199 │  57.741   │  14.679  │  1.364   │
│  3391   │ 103.854 │  58.397   │  22.146  │  1.364   │
│  3392   │ 103.854 │  58.397   │  28.538  │  1.368   │
│  3393   │ 103.199 │  57.741   │  20.154  │  1.368   │
│  3394   │ 103.854 │  58.397   │  28.729  │  1.372   │
│  3395   │ 103.854 │  58.397   │  36.778  │  1.376   │
│  3396   │ 104.247 │   58.79   │  21.967  │  1.364   │
│  3397   │ 104.919 │  59.445   │  30.891  │  1.368   │
│  3398   │ 104.497 │  59.052   │  26.037  │  1.368   │
│  3399   │ 105.849 │  60.494   │  36.115  │  1.372   │
│  3400   │ 106.07  │  63.246   │  26.521  │  1.364   │
│  3401   │ 107.217 │  63.902   │  37.39   │  1.368   │
│  3402   │ 109.158 │  63.902   │  34.276  │  1.372   │
│  3403   │ 109.38  │  63.902   │  42.912  │  1.376   │
│  3404   │ 109.515 │  66.392   │  26.369  │   1.36   │
│  3405   │ 110.617 │  67.572   │  34.101  │  1.364   │
│  3406   │  112.3  │  66.916   │  29.72   │  1.368   │
│  3407   │ 112.955 │  67.572   │  35.968  │  1.368   │
│  3408   │ 112.955 │  67.572   │  42.722  │  1.372   │
│  3409   │ 112.636 │   69.28   │  24.704  │   1.36   │
│  3410   │ 113.295 │  69.939   │  30.468  │  1.364   │
│  3411   │ 115.36  │  69.939   │  38.447  │  1.364   │
│  3412   │ 114.721 │   69.28   │  29.382  │  1.368   │
│  3413   │ 115.38  │  69.939   │  34.548  │  1.368   │
│  3414   │ 111.841 │  66.916   │  20.953  │  1.364   │
│  3415   │ 112.501 │  67.576   │  28.154  │  1.364   │
│  3416   │ 113.009 │  67.576   │  32.991  │  1.368   │
│  3417   │ 112.357 │  66.916   │  23.656  │  1.368   │
│  3418   │ 113.017 │  67.576   │  31.95   │  1.372   │
│  3419   │ 113.017 │  67.576   │  34.95   │  1.372   │
│  3420   │ 109.281 │  63.771   │  17.938  │   1.36   │
│  3421   │ 109.941 │   64.43   │  24.677  │  1.364   │
│  3422   │ 109.941 │   64.43   │  30.363  │  1.364   │
│  3423   │ 109.941 │   64.43   │  33.411  │  1.364   │
│  3424   │ 109.941 │   64.43   │  36.395  │  1.368   │
│  3425   │ 109.281 │  63.771   │  22.895  │  1.368   │
│  3426   │ 109.957 │   64.43   │  28.895  │  1.368   │
│  3427   │ 109.957 │   64.43   │  32.734  │  1.372   │
│  3428   │ 106.947 │  61.936   │  12.53   │   1.36   │
│  3429   │ 107.606 │  62.595   │  17.737  │   1.36   │
│  3430   │ 108.122 │  62.595   │  20.58   │   1.36   │
│  3431   │ 108.126 │  62.599   │  22.152  │   1.36   │
│  3432   │ 108.126 │  62.599   │  23.612  │   1.36   │
│  3433   │ 108.126 │  62.599   │  25.495  │   1.36   │
│  3434   │ 108.126 │  62.599   │  27.695  │   1.36   │
│  3435   │ 108.126 │  62.599   │  30.152  │  1.364   │
│  3436   │ 108.126 │  62.599   │  33.027  │  1.364   │
│  3437   │ 107.463 │  61.936   │  19.756  │  1.364   │
│  3438   │ 108.126 │  62.599   │  26.132  │  1.368   │
│  3439   │ 108.126 │  62.599   │  31.519  │  1.368   │
│  3440   │ 103.825 │  59.314   │  15.591  │  1.364   │
│  3441   │ 104.489 │  59.978   │  22.681  │  1.364   │
│  3442   │ 105.521 │  59.978   │  29.661  │  1.368   │
│  3443   │ 104.858 │  59.314   │  21.162  │  1.372   │
│  3444   │ 105.521 │  59.978   │  29.293  │  1.372   │
│  3445   │ 102.527 │   58.79   │  18.391  │   1.36   │
│  3446   │ 103.191 │  59.453   │  27.597  │  1.364   │
│  3447   │ 104.337 │   58.79   │  22.877  │  1.368   │
│  3448   │ 105.263 │  59.716   │  33.401  │  1.368   │
│  3449   │ 106.492 │  63.246   │  21.012  │   1.36   │
│  3450   │ 106.492 │  63.246   │  25.765  │  1.364   │
│  3451   │ 109.22  │   63.91   │  36.503  │  1.368   │
│  3452   │ 108.556 │  63.246   │  31.028  │  1.372   │
│  3453   │ 109.24  │  63.914   │  40.58   │  1.376   │
│  3454   │ 109.638 │  66.654   │  27.272  │  1.364   │
│  3455   │ 111.534 │  67.846   │  38.592  │  1.364   │
│  3456   │ 113.349 │  67.846   │  37.541  │  1.368   │
│  3457   │ 113.41  │  67.846   │  46.068  │  1.372   │
│  3458   │ 113.553 │  68.227   │  27.104  │  1.364   │
│  3459   │ 114.221 │  68.895   │  38.024  │  1.368   │
│  3460   │ 113.553 │  68.227   │  31.489  │  1.368   │
│  3461   │ 114.885 │  69.419   │  39.611  │  1.372   │
│  3462   │ 114.237 │  70.062   │  23.971  │  1.364   │
│  3463   │ 64.946  │  20.255   │  17.68   │   1.36   │
│  3464   │ 74.465  │   31.67   │  25.225  │   1.36   │
│  3465   │ 79.577  │  40.702   │  20.768  │   1.36   │
│  3466   │ 84.845  │  55.644   │  16.186  │  1.364   │
│  3467   │ 94.224  │  56.312   │  24.937  │  1.364   │
│  3468   │ 102.048 │  56.312   │  32.821  │  1.368   │
│  3469   │ 102.052 │  56.574   │  25.319  │  1.368   │
│  3470   │ 102.609 │  57.098   │  30.938  │  1.372   │
│  3471   │ 102.785 │  58.409   │  37.711  │  1.372   │
│  3472   │ 103.866 │  60.363   │  16.03   │  1.364   │
│  3473   │  104.8  │  61.297   │  23.623  │  1.364   │
│  3474   │ 106.095 │  61.301   │  29.926  │  1.368   │
│  3475   │ 105.423 │  60.629   │  20.748  │  1.368   │
│  3476   │ 106.095 │  61.301   │  25.931  │  1.368   │
│  3477   │ 106.291 │  61.301   │  31.385  │  1.368   │
│  3478   │ 106.291 │  61.301   │  35.901  │  1.372   │
│  3479   │ 105.189 │  60.625   │  15.262  │   1.36   │
│  3480   │ 105.861 │  61.297   │  21.234  │   1.36   │
│  3481   │ 106.635 │  61.297   │  24.418  │   1.36   │
│  3482   │ 106.635 │  61.297   │  27.345  │  1.364   │
│  3483   │ 106.648 │  61.297   │  29.509  │  1.364   │
│  3484   │ 106.652 │  61.297   │  31.554  │  1.364   │
│  3485   │ 106.652 │  61.297   │  32.723  │  1.364   │
│  3486   │ 106.652 │  61.297   │  33.638  │  1.364   │
│  3487   │ 106.652 │  61.297   │  34.744  │  1.364   │
│  3488   │ 106.652 │  61.297   │  36.316  │  1.364   │
│  3489   │ 105.98  │  60.625   │  21.529  │  1.368   │
│  3490   │ 106.652 │  61.297   │  27.573  │  1.368   │
│  3491   │ 103.641 │  58.266   │  10.644  │   1.36   │
│  3492   │ 104.313 │  58.937   │  17.68   │  1.364   │
│  3493   │ 104.313 │  58.937   │  22.862  │  1.364   │
│  3494   │ 104.313 │  58.937   │  28.213  │  1.368   │
│  3495   │ 103.723 │  58.266   │  17.586  │  1.368   │
│  3496   │ 104.399 │  58.941   │  25.016  │  1.372   │
│  3497   │ 104.415 │  58.941   │  32.365  │  1.372   │
│  3498   │ 101.405 │  57.479   │  18.842  │  1.364   │
│  3499   │ 102.081 │  58.155   │  26.853  │  1.368   │
│  3500   │ 102.953 │  57.479   │  22.091  │  1.368   │
│  3501   │ 103.629 │  58.155   │  31.02   │  1.372   │
│  3502   │ 103.629 │  58.155   │  37.397  │  1.376   │
│  3503   │ 104.69  │  60.625   │  23.173  │   1.36   │
│  3504   │ 105.366 │  61.301   │  33.453  │  1.364   │
│  3505   │ 106.013 │  60.625   │  25.431  │  1.368   │
│  3506   │ 106.705 │  61.301   │  35.689  │  1.368   │
│  3507   │ 108.376 │  64.033   │  19.04   │   1.36   │
│  3508   │ 108.376 │  64.033   │  22.828  │  1.364   │
│  3509   │ 68.481  │  24.711   │  19.557  │  1.364   │
│  3510   │ 76.116  │  39.391   │  20.254  │   1.36   │
│  3511   │ 84.828  │  39.391   │  24.609  │  1.364   │
│  3512   │ 87.998  │  59.052   │  22.193  │   1.36   │
